序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
2085,20200416,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,20,0,0.00%,0.00,0.00
2086,20200416,2345手机助手,83010042,消灭星星全新版,10000895,30.00,电信,0,385,1,0.26%,0.08,30.00
2087,20200416,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,96,0,0.00%,0.00,0.00
2088,20200416,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,7,0,0.00%,0.00,0.00
2089,20200416,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2090,20200416,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
2091,20200416,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
2092,20200416,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,52,0,0.00%,0.00,0.00
2093,20200416,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2094,20200416,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,15,0,0.00%,0.00,0.00
2095,20200416,腾讯手机管家,83120102,消灭星星全新版,10000895,20.00,电信,0,87,1,1.15%,0.23,20.00
2096,20200416,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2097,20200416,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,10,0,0.00%,0.00,0.00
2098,20200416,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2099,20200417,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,4,0,0.00%,0.00,0.00
2100,20200417,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,联通,0,1,0,0.00%,0.00,0.00
2101,20200417,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,11,0,0.00%,0.00,0.00
2102,20200417,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,13,0,0.00%,0.00,0.00
2103,20200417,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
2104,20200417,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2105,20200417,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,58,0,0.00%,0.00,0.00
2106,20200417,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
2107,20200417,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2108,20200417,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,1,0,0.00%,0.00,0.00
2109,20200417,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,1,0,0.00%,0.00,0.00
2110,20200417,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,移动,0,1,0,0.00%,0.00,0.00
2111,20200417,聚沙渠道,,全民消灭星星,5032507,0.00,移动,0,2,0,0.00%,0.00,0.00
2112,20200417,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2113,20200417,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,3,0,0.00%,0.00,0.00
2114,20200417,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,10998,0,0.00%,0.00,0.00
2115,20200417,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
2116,20200417,爱游戏客户端,10000000,消灭星星全新版,12912,32.00,电信,1,57,2,3.51%,0.56,16.00
2117,20200417,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,1,70,0,0.00%,0.00,0.00
2118,20200417,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,12,0,0.00%,0.00,0.00
2119,20200417,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
2120,20200417,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
2121,20200417,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,2,0,0.00%,0.00,0.00
2122,20200417,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
2123,20200417,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,37,0,0.00%,0.00,0.00
2124,20200417,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,14,0,0.00%,0.00,0.00
2125,20200417,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,79,0,0.00%,0.00,0.00
2126,20200417,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2127,20200417,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,48,0,0.00%,0.00,0.00
2128,20200417,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,8,0,0.00%,0.00,0.00
2129,20200417,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2130,20200417,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,19,0,0.00%,0.00,0.00
2131,20200417,酷派应用商店,80001017,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2132,20200417,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
2133,20200417,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2134,20200417,小米,80001021,消灭星星全新版,10000895,88.00,电信,0,6830,4,0.06%,0.01,22.00
2135,20200417,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
2136,20200417,小米,80001021,僵尸尖叫,5022331,9.00,电信,0,14,1,7.14%,0.64,9.00
2137,20200417,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,124,0,0.00%,0.00,0.00
2138,20200417,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2139,20200417,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2140,20200417,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2141,20200417,拇指玩,80010079,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2142,20200417,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
2143,20200417,百度手机助手,80010082,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2144,20200417,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,14,0,0.00%,0.00,0.00
2145,20200417,百度手机助手,80010082,僵尸尖叫,5022331,73.00,电信,0,109,1,0.92%,0.67,73.00
2146,20200417,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,3,0,0.00%,0.00,0.00
2147,20200417,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,51,0,0.00%,0.00,0.00
2148,20200417,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,115,0,0.00%,0.00,0.00
2149,20200417,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,331,0,0.00%,0.00,0.00
2150,20200417,掌游天下,80010130,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2151,20200417,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22491,0,0.00%,0.00,0.00
2152,20200417,OPPO,80010141,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2153,20200417,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
2154,20200417,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,417,0,0.00%,0.00,0.00
2155,20200417,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2156,20200417,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,5,0,0.00%,0.00,0.00
2157,20200417,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2158,20200417,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2159,20200417,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2160,20200417,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2161,20200417,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,33,0,0.00%,0.00,0.00
2162,20200417,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2163,20200417,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,35,0,0.00%,0.00,0.00
2164,20200417,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2165,20200417,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
2166,20200417,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,15,0,0.00%,0.00,0.00
2167,20200417,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2168,20200417,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2169,20200417,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,143,0,0.00%,0.00,0.00
2170,20200417,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,21,0,0.00%,0.00,0.00
2171,20200417,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2172,20200417,阿里巴巴·九游推广渠道,80011044,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2173,20200417,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2174,20200417,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,152,0,0.00%,0.00,0.00
2175,20200417,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
2176,20200417,搜狗,80011045,僵尸尖叫,5022331,9.00,电信,0,10,1,10.00%,0.90,9.00
2177,20200417,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2178,20200417,360手机助手,80011046,消灭星星全新版,10000895,39.00,电信,0,569,2,0.35%,0.07,19.50
2179,20200417,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,62,0,0.00%,0.00,0.00
2180,20200417,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,5,0,0.00%,0.00,0.00
2181,20200417,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,25,0,0.00%,0.00,0.00
2182,20200417,腾讯应用宝,80011049,消灭星星全新版,10000895,28.00,电信,0,102,2,1.96%,0.27,14.00
2183,20200417,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,50,0,0.00%,0.00,0.00
2184,20200417,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2185,20200417,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2186,20200417,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,182,0,0.00%,0.00,0.00
2187,20200417,岚悦,80011137,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2188,20200417,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2189,20200417,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2190,20200417,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,3,0,0.00%,0.00,0.00
2191,20200417,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2192,20200417,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2193,20200417,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,761,0,0.00%,0.00,0.00
2194,20200417,魅族手机,80020320,僵尸尖叫,5022331,19.00,电信,0,105,1,0.95%,0.18,19.00
2195,20200417,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,24,0,0.00%,0.00,0.00
2196,20200417,华为智汇云,83010007,消灭星星全新版,10000895,70.00,电信,0,22307,3,0.01%,0.00,23.33
2197,20200417,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2416,0,0.00%,0.00,0.00
2198,20200417,华为智汇云,83010007,僵尸尖叫,5022331,64.00,电信,0,352,3,0.85%,0.18,21.33
2199,20200417,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,26,0,0.00%,0.00,0.00
2200,20200417,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
2201,20200417,步步高,83010010,消灭星星全新版,10000895,148.00,电信,0,31953,6,0.02%,0.00,24.67
2202,20200417,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,25,0,0.00%,0.00,0.00
2203,20200417,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,16,0,0.00%,0.00,0.00
2204,20200417,步步高,83010010,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2205,20200417,腾讯应用宝,83010011,消灭星星全新版,10000895,20.00,电信,0,2711,1,0.04%,0.01,20.00
2206,20200417,腾讯应用宝,83010011,僵尸尖叫,5022331,18.00,电信,0,559,2,0.36%,0.03,9.00
2207,20200417,安智市场,83010014,僵尸尖叫,5022331,0.10,电信,0,5,1,20.00%,0.02,0.10
2208,20200417,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,63,0,0.00%,0.00,0.00
2209,20200417,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2210,20200417,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,2.00,电信,0,292,1,0.34%,0.01,2.00
2211,20200417,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,42,0,0.00%,0.00,0.00
2212,20200417,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,17,0,0.00%,0.00,0.00
2213,20200417,2345手机助手,83010042,消灭星星全新版,10000895,0.00,电信,0,398,0,0.00%,0.00,0.00
2214,20200417,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,92,0,0.00%,0.00,0.00
2215,20200417,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,6,0,0.00%,0.00,0.00
2216,20200417,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,8,0,0.00%,0.00,0.00
2217,20200417,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2218,20200417,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,54,0,0.00%,0.00,0.00
2219,20200417,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
2220,20200417,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
2221,20200417,腾讯手机管家,83120102,消灭星星全新版,10000895,4.00,电信,0,85,1,1.18%,0.05,4.00
2222,20200417,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
2223,20200417,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
2224,20200417,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2225,20200418,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,3,0,0.00%,0.00,0.00
2226,20200418,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,10,0,0.00%,0.00,0.00
2227,20200418,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,17,0,0.00%,0.00,0.00
2228,20200418,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,2,0,0.00%,0.00,0.00
2229,20200418,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
2230,20200418,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,55,0,0.00%,0.00,0.00
2231,20200418,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
2232,20200418,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
2233,20200418,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,2,0,0.00%,0.00,0.00
2234,20200418,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,1,0,0.00%,0.00,0.00
2235,20200418,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,移动,0,1,0,0.00%,0.00,0.00
2236,20200418,聚沙渠道,,全民消灭星星,5032507,0.00,电信,0,1,0,0.00%,0.00,0.00
2237,20200418,聚沙渠道,,全民消灭星星,5032507,0.00,移动,0,2,0,0.00%,0.00,0.00
2238,20200418,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
2239,20200418,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,3,0,0.00%,0.00,0.00
2240,20200418,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11003,0,0.00%,0.00,0.00
2241,20200418,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
2242,20200418,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,63,0,0.00%,0.00,0.00
2243,20200418,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,76,0,0.00%,0.00,0.00
2244,20200418,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,14,0,0.00%,0.00,0.00
2245,20200418,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
2246,20200418,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,1,0,0,0.00%,0.00,0.00
2247,20200418,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
2248,20200418,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,1,0,0.00%,0.00,0.00
2249,20200418,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,38,0,0.00%,0.00,0.00
2250,20200418,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
2251,20200418,安智市场,80001005,消灭星星全新版,10000895,2.00,电信,0,104,1,0.96%,0.02,2.00
2252,20200418,安智市场,80001005,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2253,20200418,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
2254,20200418,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,52,0,0.00%,0.00,0.00
2255,20200418,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,14,0,0.00%,0.00,0.00
2256,20200418,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2257,20200418,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,15,0,0.00%,0.00,0.00
2258,20200418,酷派应用商店,80001017,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2259,20200418,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
2260,20200418,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
2261,20200418,小米,80001021,消灭星星全新版,10000895,0.00,电信,0,6877,0,0.00%,0.00,0.00
2262,20200418,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
2263,20200418,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
2264,20200418,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,133,0,0.00%,0.00,0.00
2265,20200418,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2266,20200418,PPS,80010078,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2267,20200418,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2268,20200418,拇指玩,80010079,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2269,20200418,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
2270,20200418,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,14,0,0.00%,0.00,0.00
2271,20200418,百度手机助手,80010082,僵尸尖叫,5022331,11.00,电信,0,115,1,0.87%,0.10,11.00
2272,20200418,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,1,0,0.00%,0.00,0.00
2273,20200418,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2274,20200418,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,45,0,0.00%,0.00,0.00
2275,20200418,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,101,0,0.00%,0.00,0.00
2276,20200418,4399,80010088,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2277,20200418,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,297,0,0.00%,0.00,0.00
2278,20200418,掌游天下,80010130,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2279,20200418,OPPO,80010141,消灭星星全新版,10000895,49.00,电信,0,22713,2,0.01%,0.00,24.50
2280,20200418,OPPO,80010141,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
2281,20200418,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,6,0,0.00%,0.00,0.00
2282,20200418,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,405,0,0.00%,0.00,0.00
2283,20200418,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2284,20200418,OPPO,80010141,全民消灭星星,5032507,0.00,电信,0,1,0,0.00%,0.00,0.00
2285,20200418,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2286,20200418,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2287,20200418,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
2288,20200418,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2289,20200418,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2290,20200418,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
2291,20200418,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,31,0,0.00%,0.00,0.00
2292,20200418,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
2293,20200418,金立游戏大厅,80010281,消灭星星全新版,10000895,20.00,电信,0,38,1,2.63%,0.53,20.00
2294,20200418,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2295,20200418,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,6,0,0.00%,0.00,0.00
2296,20200418,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
2297,20200418,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2298,20200418,PP助手（优视）,80010395,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2299,20200418,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
2300,20200418,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,153,0,0.00%,0.00,0.00
2301,20200418,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,18,0,0.00%,0.00,0.00
2302,20200418,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2303,20200418,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,163,0,0.00%,0.00,0.00
2304,20200418,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
2305,20200418,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,10,0,0.00%,0.00,0.00
2306,20200418,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2307,20200418,360手机助手,80011046,消灭星星全新版,10000895,20.00,电信,0,554,1,0.18%,0.04,20.00
2308,20200418,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,57,0,0.00%,0.00,0.00
2309,20200418,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,4,0,0.00%,0.00,0.00
2310,20200418,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,19,0,0.00%,0.00,0.00
2311,20200418,腾讯应用宝,80011049,消灭星星全新版,10000895,10.00,电信,0,97,1,1.03%,0.10,10.00
2312,20200418,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,43,0,0.00%,0.00,0.00
2313,20200418,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
2314,20200418,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
2315,20200418,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,186,0,0.00%,0.00,0.00
2316,20200418,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
2317,20200418,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
2318,20200418,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
2319,20200418,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,784,0,0.00%,0.00,0.00
2320,20200418,魅族手机,80020320,僵尸尖叫,5022331,0.00,电信,0,97,0,0.00%,0.00,0.00
2321,20200418,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,34,0,0.00%,0.00,0.00
2322,20200418,上海青橙,80020533,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
2323,20200418,华为智汇云,83010007,消灭星星全新版,10000895,10.00,电信,0,22171,1,0.00%,0.00,10.00
2324,20200418,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2407,0,0.00%,0.00,0.00
2325,20200418,华为智汇云,83010007,僵尸尖叫,5022331,84.00,电信,0,378,5,1.32%,0.22,16.80
2326,20200418,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,25,0,0.00%,0.00,0.00
2327,20200418,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
2328,20200418,步步高,83010010,消灭星星全新版,10000895,4.00,电信,0,32094,1,0.00%,0.00,4.00
2329,20200418,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,25,0,0.00%,0.00,0.00
